filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"On 12 March, the intelligence group of the Russian armed forces that infiltrated the Herson territory from Crimea was detained at the control point.","['On', '12', 'March', ',', 'the', 'intelligence', 'group', 'of', 'the', 'Russian', 'armed', 'forces', 'that', 'infiltrated', 'the', 'Herson', 'territory', 'from', 'Crimea', 'was', 'detained', 'at', 'the', 'control', 'point', '.']",4198,4346,infiltrated,Russia,judgement,negative,"(4267, 4278)",the intelligence group of the Russian armed forces,Russian Authorities,explicit,1795,1886.0,1795,1843.0,"[1886, [1795, 'infiltrated'], [1843, 'the intelligence group of the Russian armed forces']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"On the same day, a Russian citizen named Oleg Bakhtiar, one of the leaders of the Eurasian Youth Union of Russia, was detained in Kyiv as he was preparing a group of people under the guise of civil activities for the criminal seizure of the Verkhovna Rada and the Cabinet of Ministers.","['On', 'the', 'same', 'day', ',', 'a', 'Russian', 'citizen', 'named', 'Oleg', 'Bakhtiar', ',', 'one', 'of', 'the', 'leaders', 'of', 'the', 'Eurasian', 'Youth', 'Union', 'of', 'Russia', ',', 'was', 'detained', 'in', 'Kyiv', 'as', 'he', 'was', 'preparing', 'a', 'group', 'of', 'people', 'under', 'the', 'guise', 'of', 'civil', 'activities', 'for', 'the', 'criminal', 'seizure', 'of', 'the', 'Verkhovna', 'Rada', 'and', 'the', 'Cabinet', 'of', 'Ministers', '.']",4527,4812,criminal seizure of,Russia,judgement,negative,"(4744, 4763)",Russia,Country as a political actor (Russia),explicit,1796,1908.0,1796,1861.0,"[1908, [1796, 'criminal seizure of'], [1861, 'Russia']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,All of the arrestees confirmed being part of a network of persons conducting Russian subversive activities in Ukraine.,"['All', 'of', 'the', 'arrestees', 'confirmed', 'being', 'part', 'of', 'a', 'network', 'of', 'persons', 'conducting', 'Russian', 'subversive', 'activities', 'in', 'Ukraine', '.']",4814,4932,subversive activities,Russia,judgement,negative,"(4899, 4920)",Russian,Country as a political actor (Russia),explicit,1797,1887.0,1797,1844.0,"[1887, [1797, 'subversive activities'], [1844, 'Russian']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"It has also been observed that such terrorist groups are heavily armed with weapons used exclusively by Russian armed forces, namely, the Kalashnikov assault rifle AK-lOO series.","['It', 'has', 'also', 'been', 'observed', 'that', 'such', 'terrorist', 'groups', 'are', 'heavily', 'armed', 'with', 'weapons', 'used', 'exclusively', 'by', 'Russian', 'armed', 'forces', ',', 'namely', ',', 'the', 'Kalashnikov', 'assault', 'rifle', 'AK-lOO', 'series', '.']",5090,5268,terrorist groups,Other,judgement,negative,"(5126, 5142)",groups,Individuals or groups,explicit,1798,1888.0,1798,1845.0,"[1888, [1798, 'terrorist groups'], [1845, 'groups']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"It is clear that the tactics used by terrorists to capture admininstrative buildings in the regions of Donetsk, Lugansk and Kharkiv are identical to those used to seize the buildings of the Crimean Parliament and other Governmental building in Crimea, which video evidence confirms.","['It', 'is', 'clear', 'that', 'the', 'tactics', 'used', 'by', 'terrorists', 'to', 'capture', 'admininstrative', 'buildings', 'in', 'the', 'regions', 'of', 'Donetsk', ',', 'Lugansk', 'and', 'Kharkiv', 'are', 'identical', 'to', 'those', 'used', 'to', 'seize', 'the', 'buildings', 'of', 'the', 'Crimean', 'Parliament', 'and', 'other', 'Governmental', 'building', 'in', 'Crimea', ',', 'which', 'video', 'evidence', 'confirms', '.']",5346,5628,terrorists,Other,judgement,negative,"(5383, 5393)",terrorists,Individuals or groups,explicit,1799,1909.0,1799,1862.0,"[1909, [1799, 'terrorists'], [1862, 'terrorists']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,Terrorist groups are acting in a very organized and pre-planned manner.,"['Terrorist', 'groups', 'are', 'acting', 'in', 'a', 'very', 'organized', 'and', 'pre-planned', 'manner', '.']",5629,5700,Terrorist groups,Other,judgement,negative,"(5629, 5645)",groups,Individuals or groups,explicit,1800,1889.0,1800,1846.0,"[1889, [1800, 'Terrorist groups'], [1846, 'groups']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,One of the goals is to equip as many locally recruited marginal people as possible with arms and ammunition.,"['One', 'of', 'the', 'goals', 'is', 'to', 'equip', 'as', 'many', 'locally', 'recruited', 'marginal', 'people', 'as', 'possible', 'with', 'arms', 'and', 'ammunition', '.']",5701,5809,to equip as many locally recruited marginal people as possible with arms and ammunition.,implicit,judgement,negative,"(5721, 5809)",implicit,implicit,implicit,1801,,1801,,"[None, [1801, 'to equip as many locally recruited marginal people as possible with arms and ammunition.'], [None, 'None']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,That is why the primary targets of terrorists have been local offices of police and security services with weapon storage facilities.,"['That', 'is', 'why', 'the', 'primary', 'targets', 'of', 'terrorists', 'have', 'been', 'local', 'offices', 'of', 'police', 'and', 'security', 'services', 'with', 'weapon', 'storage', 'facilities', '.']",5810,5943,terrorists,Other,judgement,negative,"(5845, 5855)",terrorists,Individuals or groups,explicit,1802,1910.0,1802,1863.0,"[1910, [1802, 'terrorists'], [1863, 'terrorists']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"As a result, several hundred guns and automatic rifles have been seized are now in the hands of terrorists.","['As', 'a', 'result', ',', 'several', 'hundred', 'guns', 'and', 'automatic', 'rifles', 'have', 'been', 'seized', 'are', 'now', 'in', 'the', 'hands', 'of', 'terrorists', '.']",5944,6051,terrorists,Other,judgement,negative,"(6040, 6050)",terrorists,Individuals or groups,explicit,1803,1911.0,1803,1864.0,"[1911, [1803, 'terrorists'], [1864, 'terrorists']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"There is substantial video evidence of armed attacks using gunfire on local Ukrainian police stations, in Slavyansk and Kramatorsk in particular.","['There', 'is', 'substantial', 'video', 'evidence', 'of', 'armed', 'attacks', 'using', 'gunfire', 'on', 'local', 'Ukrainian', 'police', 'stations', ',', 'in', 'Slavyansk', 'and', 'Kramatorsk', 'in', 'particular', '.']",6053,6198,armed attacks,Other,appreciation,negative,"(6092, 6105)",attacks,Violence,explicit,1804,1912.0,1804,1865.0,"[1912, [1804, 'armed attacks'], [1865, 'attacks']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Those videos, which have been widely broadcast on international television channels and over the Internet, have left absolutely no doubt that the terrorist groups are not the peaceful protesters that our Russian colleagues claim them to be.","['Those', 'videos', ',', 'which', 'have', 'been', 'widely', 'broadcast', 'on', 'international', 'television', 'channels', 'and', 'over', 'the', 'Internet', ',', 'have', 'left', 'absolutely', 'no', 'doubt', 'that', 'the', 'terrorist', 'groups', 'are', 'not', 'the', 'peaceful', 'protesters', 'that', 'our', 'Russian', 'colleagues', 'claim', 'them', 'to', 'be', '.']",6199,6439,terrorist groups are not the peaceful protesters,Other,judgement,negative,"(6345, 6393)",groups,Individuals or groups,explicit,1805,1890.0,1805,1847.0,"[1890, [1805, 'terrorist groups are not the peaceful protesters'], [1847, 'groups']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Rather, they are professional special forces appropriately equipped and armed by the Russian Federation.","['Rather', ',', 'they', 'are', 'professional', 'special', 'forces', 'appropriately', 'equipped', 'and', 'armed', 'by', 'the', 'Russian', 'Federation', '.']",6440,6544,professional special forces,Russia,judgement,negative,"(6457, 6484)",Russian Federation.,Country as a political actor (Russia),explicit,1806,1891.0,1806,1848.0,"[1891, [1806, 'professional special forces'], [1848, 'Russian Federation.']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,Terrorists have started using their weapons against Ukrainian law enforcement and military officers.,"['Terrorists', 'have', 'started', 'using', 'their', 'weapons', 'against', 'Ukrainian', 'law', 'enforcement', 'and', 'military', 'officers', '.']",6546,6646,Terrorists,Other,judgement,negative,"(6546, 6556)",Terrorists,Individuals or groups,explicit,1807,1913.0,1807,1866.0,"[1913, [1807, 'Terrorists'], [1866, 'Terrorists']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,This morning in Slavyansk the auto convoy of the Ukrainian military was attacked by gunmen using automatic weapons.,"['This', 'morning', 'in', 'Slavyansk', 'the', 'auto', 'convoy', 'of', 'the', 'Ukrainian', 'military', 'was', 'attacked', 'by', 'gunmen', 'using', 'automatic', 'weapons', '.']",6647,6762,was attacked by gunmen using automatic weapons.,Other,judgement,negative,"(6715, 6762)",gunmen,Individuals or groups,explicit,1808,1914.0,1808,1867.0,"[1914, [1808, 'was attacked by gunmen using automatic weapons.'], [1867, 'gunmen']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Terrorists shot and killed Captain Gennady Belichenko of the Ukrainian security services, while ""Alfa"" Commander Kuznietsov and Colonel Kuksa were seriously wounded, as was a police officer named Selikhov.","['Terrorists', 'shot', 'and', 'killed', 'Captain', 'Gennady', 'Belichenko', 'of', 'the', 'Ukrainian', 'security', 'services', ',', 'while', '""', 'Alfa', '""', 'Commander', 'Kuznietsov', 'and', 'Colonel', 'Kuksa', 'were', 'seriously', 'wounded', ',', 'as', 'was', 'a', 'police', 'officer', 'named', 'Selikhov', '.']",6763,6968,Terrorists shot and killed,implicit,judgement,negative,"(6763, 6789)",implicit,implicit,implicit,1809,,1809,,"[None, [1809, 'Terrorists shot and killed'], [None, 'None']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"In the light of the aforementioned facts, the National Security and Defence Council of Ukraine, pursuant to our anti-terrorism law of 2003, has adopted a decision to launch a large-scale counter-terrorist operation involving the special units of the Ukrainian armed forces.","['In', 'the', 'light', 'of', 'the', 'aforementioned', 'facts', ',', 'the', 'National', 'Security', 'and', 'Defence', 'Council', 'of', 'Ukraine', ',', 'pursuant', 'to', 'our', 'anti-terrorism', 'law', 'of', '2003', ',', 'has', 'adopted', 'a', 'decision', 'to', 'launch', 'a', 'large-scale', 'counter-terrorist', 'operation', 'involving', 'the', 'special', 'units', 'of', 'the', 'Ukrainian', 'armed', 'forces', '.']",6970,7243,has adopted a decision to launch a large-scale counter-terrorist operation involving the special units of the Ukrainian armed forces,Ukraine,judgement,positive,"(7110, 7242)",the National Security and Defence Council of Ukraine,Ukrainian authorities,explicit,1810,1892.0,1810,1849.0,"[1892, [1810, 'has adopted a decision to launch a large-scale counter-terrorist operation involving the special units of the Ukrainian armed forces'], [1849, 'the National Security and Defence Council of Ukraine']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Instead, we have prepared a counterinsurgency plan to strike at the armed terrorists.","['Instead', ',', 'we', 'have', 'prepared', 'a', 'counterinsurgency', 'plan', 'to', 'strike', 'at', 'the', 'armed', 'terrorists', '.']",7426,7511,armed terrorists,Other,judgement,negative,"(7494, 7510)",terrorists,Individuals or groups,explicit,1811,1915.0,1811,1868.0,"[1915, [1811, 'armed terrorists'], [1868, 'terrorists']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"And now Russia is applying the same tools - inciting separatists by waging unprecedented anti-Ukrainian propaganda in the mass media, distorting the truth about Ukraine, sending in special troops to seize administrative and law-enforcement buildings with the aim of destabilizing the situation in the eastern regions of Ukraine, and encouraging marginal groups to pursue their separatist ambitions, threatening my country's unity and territorial integrity.","['And', 'now', 'Russia', 'is', 'applying', 'the', 'same', 'tools', '-', 'inciting', 'separatists', 'by', 'waging', 'unprecedented', 'anti-Ukrainian', 'propaganda', 'in', 'the', 'mass', 'media', ',', 'distorting', 'the', 'truth', 'about', 'Ukraine', ',', 'sending', 'in', 'special', 'troops', 'to', 'seize', 'administrative', 'and', 'law-enforcement', 'buildings', 'with', 'the', 'aim', 'of', 'destabilizing', 'the', 'situation', 'in', 'the', 'eastern', 'regions', 'of', 'Ukraine', ',', 'and', 'encouraging', 'marginal', 'groups', 'to', 'pursue', 'their', 'separatist', 'ambitions', ',', 'threatening', 'my', ""country's"", 'unity', 'and', 'territorial', 'integrity', '.']",7899,8355,"inciting separatists by waging unprecedented anti-Ukrainian propaganda in the mass media, distorting the truth about Ukraine, sending in special troops to seize administrative and law-enforcement buildings with the aim of destabilizing the situation in the eastern regions of Ukraine, and encouraging marginal groups to pursue their separatist ambitions, threatening my country's unity and territorial integrity",Russia,judgement,negative,"(7943, 8354)",Russia,Country as a political actor (Russia),explicit,1812,1893.0,1812,1850.0,"[1893, [1812, ""inciting separatists by waging unprecedented anti-Ukrainian propaganda in the mass media, distorting the truth about Ukraine, sending in special troops to seize administrative and law-enforcement buildings with the aim of destabilizing the situation in the eastern regions of Ukraine, and encouraging marginal groups to pursue their separatist ambitions, threatening my country's unity and territorial integrity""], [1850, 'Russia']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Apparently, through these attempts, they hope to disrupt the presidential elections in Ukraine scheduled for 25 May.","['Apparently', ',', 'through', 'these', 'attempts', ',', 'they', 'hope', 'to', 'disrupt', 'the', 'presidential', 'elections', 'in', 'Ukraine', 'scheduled', 'for', '25', 'May', '.']",8356,8472,they hope to disrupt,Russia,judgement,negative,"(8392, 8412)",Russia,Country as a political actor (Russia),explicit,1813,1894.0,1813,1850.0,"[1894, [1813, 'they hope to disrupt'], [1850, 'Russia']]"
UNSC_2014_SPV.7154_spch019_sentsplit_Ukraine.txt,UNSC_2014_SPV.7154_spch019,Ukraine,19,pre-written,"Russia often positions itself as a prominent fighter against international terrorism, but by sending its special agents to Ukraine to effect diversions and sabotage, it is actually sponsoring terrorism.","['Russia', 'often', 'positions', 'itself', 'as', 'a', 'prominent', 'fighter', 'against', 'international', 'terrorism', ',', 'but', 'by', 'sending', 'its', 'special', 'agents', 'to', 'Ukraine', 'to', 'effect', 'diversions', 'and', 'sabotage', ',', 'it', 'is', 'actually', 'sponsoring', 'terrorism', '.']",8474,8676,often positions itself as a prominent fighter against international terrorism,Russia,judgement,positive,"(8481, 8558)",Russia,Country as a political actor (Russia),explicit,1814,1895.0,1814,1851.0,"[1895, [1814, 'often positions itself as a prominent fighter against international terrorism'], [1851, 'Russia']]"
